id,body,source_author,source_title,score
pd84c7cca1b6bf97,しかし、ここで私は、いつまでもボンヤリ立竦んでいるわけにはいかない。,大阪圭吉,寒の夜晴れ,0.6326
pdc91339097b7987,なかには明かに跛をひいている者もいた。,大鹿卓,金山揷話,0.5404
pdd4cb8f53f26a57,私の目は、ただ大きいだけで、なんにもならない。,太宰治,女生徒,0.739
pdbafc6985825dd4,呼んだあとで耳をすまして返事をまった。,妹尾アキ夫,第三者,0.5295
pd1eed2412c4e61c,何故頓狂な声でいったかというと、旅人は生憎お経の文句なぞ少しも知らなかったからでした。,宇野浩二,でたらめ経,0.4921
pd8df76a9448394b,だが、宵っ張りの町々は目ぶた重く、まだ眼ざめてはいない。,安西冬衛,大阪の朝,0.4206
pd8ab7045fe97051,すくなくとも、全訳としてはこの拙訳が最初ではないかとおもう。,宍戸儀一,フランケンシュタイン,0.4338
pdbc14c2ccf47a8b,ですからわたし、この判決をもう少し軽くしてあげましょう。,実吉捷郎,トニオ・クレエゲル,0.6027
pd602fd878fb29da,と、また、あとは死んだも同様の動かない姿がいつまでもそこにながく止っているのでした。,室生犀星,寂しき魚,0.6545
pdd22b3f6298297e,けれどもそんな時には穴へ引込むものだよと、小さい時から母さまにおそわっているのでした。,宮原晃一郎,椰子蟹,0.5733
pdc9bbe833b2cb64,店の中に風が吹きこんで来るとたんに、さんばそうの目がくるりとひとつまわりました。,宮島資夫,清造と沼,0.5722
pdfc788bfa71a386,お咲は、咲二を人の物笑いにさせたくなかった。,宮本百合子,日は輝けり,0.7428
pd8b3bbffa611763,草には露がきらめき花はみな力いっぱい咲きました。,宮沢賢治,土神ときつね,0.7341
pd5858b0fbd8b64a,四月の雨は止んで、桃色の雲はあざやかに浮びあがり、その中心を西の方へ惹いていた。,富ノ沢麟太郎,あめんちあ,0.5799
pdec305a39860cbe,藤三は何にも言わずに、その金をミチに貸した。,富田常雄,刺青,0.5669
pddc4ab4700c1e63,家に入ると、姉は私を待ちあぐんで、既に独酌の盃を重ねているのだった。,富田木歩,小さな旅,0.4435
pdc080fb22e00737,が、離れて暗闇の海に漂うと、やっぱり心細い。,寺島柾史,怪奇人造島,0.5833
pd1b6ec7a545e3b9,ただその時代にはそれがまだ寂滅の思想にしみない積極的な姿で現われている。,寺田寅彦,俳諧の本質的概論,0.5634
pd483f9e825b88cb,ああ、わしはどうして孫をあんな恐ろしい所へ遣ったんだろう。,小山内薫,梨の実,0.4969
pdd79a0faff10f67,私はひとと話の間のもてない方であるが、そこに酒というものが入れば、またべつである。,小山清,犬の生活,0.6589
pdac816021d76a52,赤い花や青い花や、白い、いい香いのする花がたくさん咲いていました。,小川未明,花とあかり,0.8082
pd14406a49fedb06,俺はその前を通ったとき、フトその一つの独房の中から低いしわぶきの声を耳にした。,小林多喜二,独房,0.6857
pd7e43546089919c,すると突然、ひゅうひゅうというすさまじい声が、空から聞こえてきた。,小栗虫太郎,紅毛傾城,0.6478
pd98b364680c693b,中仕切の格子戸はあけたまま、さらにお光に談しかけるのであった。,小栗風葉,深川女房,0.4821
pd3e622c6e57f51b,――その部屋の数の多い事は限りがない程で、それがみな空でした、しかし非常に立派でした。,小泉八雲,忠五郎のはなし,0.6072
pd54cdbb88fe49f5,同一平面上にある二つの直線は、之を充分に延長させれば必らず相交わるか平行するかの二例を生じる。,小舟勝二,扉は語らず,0.4653
pdaa352e0fdd4ae1,心働計の音以外に、耳に妙な音が聞える。,小酒井不木,恋愛曲線,0.7005
pdd9acbef856d973,イヌは、はっと目をさまして聞耳を立てました。,小野浩,金のくびかざり,0.5289
pd652d04f224690b,夜あけ前から降ったり、やんだりしていた雨がいよいよ本降りになった。,尾崎士郎,十三夜,0.6695
pd487fef26d66353,中谷なら髪を長く伸している筈ですのに、いま映った影法師はたしか毬栗頭だったではありませんか。,山下利三郎,流転,0.5326
pd2a8f500f0a44fc,ぼくが上京をおもい立ったのは、それからまもなくのことであった。,山之口貘,私の青年時代,0.5735
pd99427432032e45,すると、真上の部屋の同じ場所でもコックを引き、水をながす音が聞こえてくる。,山川方夫,お守り,0.7164
pd00c43e08c707f0,寧ろ自分への愛だ等と推断するのは、父への冒涜だと思った。,山本勝治,十姉妹,0.5132
pd90bd992dc965fd,おそろしいとも思ったけれど、もっと強く私は自分の生き甲斐をそこにたしかめた。,山本周五郎,日本婦道記,0.6144
pde903cf9714896d,もはや酒の力を借りねば仕事をつづけてゆくことができなかつた。,山本政喜,荒野の呼び声,0.457
pdcd2e47d0882cca,果たしてそこに一枚のかきつけが隠されてあった。,山本禾太郎,抱茗荷の説,0.6642
pd347e3ade174269,奇妙な事もあればあるものだと、その晩はそれなりに寐てしまった。,岡崎雪声,死神,0.4952
pd4d037dd6c8faf8,公園や会堂の墻の内に葉は多葉でロウソクを立てたような白い花が咲く樹を見受ける。,岡本かの子,マロニエの花,0.705
pdde92162ebfd69f,耳をすますと、がさがさという音は庭さきの空地の方から低く響いてくるらしい。,岡本綺堂,穴,0.7457
pd98da2d665f3629,色や光や臭いという方面から突込むのも面白いが、この話は音の怪に属する。,岩村透,不吉の音と学士会院の鐘,0.4833
pd5df66090c1f3c2,僕の坐ったうしろの方に、広い間が一つあって、そこに大きな姿見が据えてある。,岩野泡鳴,耽溺,0.6707
pd033579c8577d96,かつてはさほど印象の鮮やかでなかった個所が、とつぜん、いきいきとわれらの眼前をよぎるであろう。,岸田国士,「ぶどう畑のぶどう作り」後記,0.5346
pd5d9d2761142574,ビッショリ汗をかきながら家へ戻って見ると、その年も畠に咲いた馬鈴薯の白い花がうなだれていた。,島崎藤村,岩石の間,0.661
pd64996109112532,私は耳をすましたが、裏には依然それらしい音は何もしなかった。,島木健作,黒猫,0.6605
pd9a0ff9e880dbf6,ひと頃の私を知る人は変ったと思うだろうし、又、自身でもそうと感じて生きている。,島秋人,遺愛集,0.452
pdcb59489c484726,怒るのを一々断わるものもないものだ。,川上眉山,書記官,0.5369
pd879eba79f6967f,私は何もそんな覚えはありませんし、こんな人から調べられる理由はないんですの。,川田功,偽刑事,0.5678
pd8d4b181a659d7d,が、いざ集めてみると、それはきわめて小額であった。,平井肇,外套,0.5532
pdf3ac9731c5375e,けれども、今度という今度は、私には何ともあてがつきませんでした。,平林初之輔,悪魔の聖壇,0.5766
pdeb752ab9defc43,外は真暗で、雨の音は例の如くザアッとしている。,幸田露伴,観画談,0.6716
pd2d011b38cbdc7b,胸まで持ちあげただけでも、充分であった。,徳永直,あまり者,0.6021
pd5df0e8379c2ffd,声は何ほどの反響をも起さないで、淋しく山の空気に掻き消えた。,徳田秋声,爛,0.6667
pd9d0fd80dfff2f7,痛さは非常であったが、それでも声はあげなかった。,戸川明三,耳無芳一の話,0.5723
pd20e3db460e9972,空が水色で雨でも持っていそうな模様だった。,戸田豊子,歩む,0.5249
pdc363df72a767e9,若し宮中へさし上げる段になれば、実父に打ち明けねばならぬのだが、其も何となく気の進まぬ事である。,折口信夫,反省の文学源氏物語,0.5371
pdc98c860372dacb,然るにこの流星に関し、花の様に美しい一人の少女が、世にも面白い手柄を立てた話がある。,押川春浪,黄金の腕環,0.4285
pd2e2020698e0ea8,ごーごーとなる風のすきまに、巨男のつちの音がかすかに聞こえてきました。,新美南吉,巨男の話,0.6852
pd8a179f6f63973f,ただ水をくれたりして親切にしてくれるものは親方だけでした。,日本童話研究会,母を尋ねて三千里,0.5231
pda6ba6b1d15ba46,烏の声と鶏の声とが遠くの方から引きしまった空気を渡ってガラス越しに聞こえてきた。,有島武郎,フランセスの顔,0.7054
pd76a95a3b7665fe,にせものという言葉は、しかし、蓮月焼のばあいではあたっていないこともある。,服部之総,蓮月焼,0.4512
pd4198152a51e067,こっちの火勢がよわければ、今にもとびかかろうかという気配が見えた。,木内高音,くまと車掌,0.5865
pd8f8c28f69c0dd2,だらしのない日ごろの唇が今は両方にきりっと引き緊り蒼ざめた頬がぴくぴくひきつっていた。,本庄陸男,白い壁,0.6111
pd347f2228e89c7f,そして、その時刻が、丁度天総寺の方からこの長念寺に歩いて来るだけの時刻を隔ててやって来ている。,本田親二,□本居士,0.4499
pd589f423c19195d,けれども家中は今、上を下へと混雑しているところでしたから、気の付く者は一人もありませんでした。,杉山萠円,白髪小僧,0.5883
pdd1d1251c12a5b7,其点大方の寛恕を乞い私の味読のしかたに誤あらばドシドシ御教示仰ぎたい。,杉田久女,女流俳句を味読す,0.4146
pdbb15bc0e9c16c3,途中一二人の友人を訪問したのはただこれが口実を作るためである。,李光洙,愛か,0.54
pdab1940ef910bc0,いつも耳きょとんと欹て、すたこらすたこら駈け歩いて、可愛い奴だ。,李孝石,蕎麦の花の頃,0.5777
pdcaef1dde1c3c3f,しかし、続いてすぐに一つのでき事があつたのでそれですつかり事情が明らかになつた。,村崎敏郎,共産主義者の犯罪,0.584
pd4418817585b53c,倫敦は軈て芳香高い薔薇の咲く頃となった。,松本泰,Ｐ丘の殺人事件,0.6153
pd9cfa430a59e999,森の人たちは一同しずかに立っていた。,松村みね子,琴,0.5596
pdf93d5e56a98553,非常な努力を以てでなくては出来ぬ、蹲んだ儘の縊死を、この機会に私は初めて実見したのであった。,松永延造,ラ氏の笛,0.5827
pdbe0d9413b8a0c2,雨に眠る巷の、真っ暗なたたずまいである。,林不忘,つづれ烏羽玉,0.7297
pdbe90208205b6a3,裏口の生垣に咲いているこでまりの白い花の泡が、洗濯物のように、風に吹かれていた。,林芙美子,河沙魚,0.7065
pde24bc60f6c4e2e,私は歩をゆるめながら、そこに近づいた。,梅崎春生,桜島,0.6545
pdf0113e50213827,ついでに、私の咳がやはりこんな風に聞こえるのだろうかと、私の分として聴いて見る。,梶井基次郎,交尾,0.678
pd99abb22ffe8b50,そしてその要求がこの本で十分に充たされたのでございます。,森林太郎,『新訳源氏物語』初版の序,0.5684
pd44aba2acebf69e,小平太はしばらくそこに立っていたが、だいぶ手間が取れるらしく、奥からは何の沙汰もない。,森田草平,四十八人目,0.636
pd95c70c3b4abcb4,学校はこの村落共同体のまんなか、森から四マイルほど離れて立っていた。,森郁夫,秘密礼拝式,0.5464
pdc006a30248a80c,表庭の百日紅に、ぽつぽつ花が咲き始める。,森鴎外,鶏,0.7337
pddf1e7b63716e27,仲間の声はかすかなつぶやきのように聞こえていた。,楠山正雄,家なき子,0.708
pd26b16c9383e632,ぱッと音立てて朝開く花の割れ咲くような笑顔だった。,横光利一,微笑,0.6602
pd7277a959e6695c,音響がひどく烈しく、段々近く聞えて来た。,橋本五郎,自殺を買う話,0.6337
pd462a57c995435b,ワッと泣き出す声や啜り上げる声が、一時にそこここから湧き起ってきた。,橘外男,生不動,0.5613
pd1c45f5f7c29650,武州公は現代人の姿をもって現われているのである。,正宗白鳥,武州公秘話,0.4145
pd5f72aa59f691ba,談林も振わぬながらに少しはやっていたようですが、京の方にはさっぱり善いも悪いも俳人がないです。,正岡子規,俳句上の京と江戸,0.5162
pd74f3e355fc8554,いいえ、私も近来は駄目なんだが、今夜はあまりうれしいから進んでひと口いただきますよ。,正岡容,初看板,0.5315
pdbe5ba684a88484,森閑として木下闇に枯葉を踏む自分の足音が幾度か耳を脅かした。,水上滝太郎,山の手の子,0.5664
pd0841ba38b66547,けれど、どの服を着て行こうか、それをきめるのが大変でした。,水谷まさる,シンデレラ,0.5626
pdf47098cc46ca9c,不意と暗の中で、耳近く瀬の音が聞こえた。,水野葉舟,遠野へ,0.7143
pdcef894370aa077,曼珠沙華の真赤に咲いている道のとある曲角に、最前から荷をおろして休んでいた一人の婆さんがある。,永井荷風,買出し,0.6192
pd8055341145def9,こんなじゃ次に何時来るか知れやしねえ。,永崎貢,組合旗を折る,0.4741
pd38872b94fbccad,穴の中の遠くの方から、なにか人のうごめくような、かすかな音が聞こえてくるばかりです。,江戸川乱歩,魔法博士,0.7696
pd424f32deb6b37b,けれどもここに奇怪なのは、駈込んだ若者が、一人として無事には出なかった。,江見水蔭,怪異黒姫おろし,0.6067
pdd0751920d531e3,よっぽど古いお話なんで御座いますよ。,池田蕉園,「ああしんど」,0.4462
pd5e66a4d823e45e,川がありまして、土堤が二三ヶ所、処々崩れているんだそうで御座います。,池田輝方,夜釣の怪,0.4212
pd9dc5ca36aefbf9,ラジオがこの人混みの中で、静かな小夜曲を奏していた。,池谷信三郎,橋,0.6133
pd82a1916fc0f39e,そして鐘の音が一つボーン……と鳴ると、その怪しの足音は一方へ動く。,沼田一雅,白い光と上野の鐘,0.5589
pd9227f182d6f2f2,ね、そして何かい、学校のお庭に咲いてるのかい。,泉鏡花,化鳥,0.6773
pdbfcbeb541fc14d,しかし、少くも二つの原因らしきもののあったことは、誰しも認めないわけにはいかなかった。,浜尾四郎,黄昏の告白,0.6212
pdb87d327a1115db,ちえ子さんの白椿は日に増し淋しく悲しくなって来ました。,海若藍平,白椿,0.5062
pd1ee52b02000ef8,わが耳に、遠くで人がいい争っている声が聞こえる。,海野十三,海底都市,0.7465
pd995394047bbfbc,風をまじえた雨の、雨戸へふきつける音が聞こえた。,渡辺温,勝敗,0.6447
pd9298319854cc0a,ただそのたえいるようなしらべにうっとりとなるばかりです。,火野葦平,人魚,0.6013
pd15e48ff599aab5,後家である母はむすこだけをたよりにしていた。,片山広子,ジェミイの冐険,0.5335
pdf7a43c744eaebe,俺は用意したビラを、上衣の下で握りしめた。,片岡鉄兵,今度こそ,0.4909
pd3fc3d9a23dde44,いまとなってはただ、そこにたんなる推定が許されるにすぎない。,牧逸馬,女肉を料理する男,0.6443
pdc406a52028f14e,澄み渡った青空に、鵙の声が鋭かった。,牧野信一,鬼涙村,0.6363
pd6f3b303f312484,まる二十ヵ年の私の不在の間に、ここの家は空家になってしまっていた。,犬田卯,一老人,0.6164
pd9d7fbe0b3aaee6,けれども、その際私はそれを口へ出す勇気もなかったし、そんな気持にもなれなかった。,田中早苗,ペルゴレーズ街の殺人事件,0.5981
pd660415fabf58d2,私はそんなに言うのなら、そこにやるのもよかろうと思った。,田中英光,野狐,0.6004
pd808c9641a8123f,友仁の耳へはその音が遠くの音のように聞えていた。,田中貢太郎,富貴発跡司志,0.7581
pd3210617986834f,聞こえたに相違ないが振り向いてもみない。,田山花袋,一兵卒,0.6625
pd297af345545bca,ひる間、僕は何度もそこへ寝っころがりに行った。,田畑修一郎,石ころ路,0.5994
pd38b0eafd325a4d,しかしもし本当に魅されているのなら、この若者は叱るよりむしろ憐むべきものであった。,田部隆次,忠五郎のはなし,0.5136
pd75f99f7ba9e461,あたしお次室に坐っていると、書生部屋で二人が大声でいい争っているのがよく聞こえるのでしょう。,甲賀三郎,ニッケルの文鎮,0.606
pd9726b9218e4c7d,あたりは芒が生いて、月見草が自然に咲いている。,白柳秀湖,駅夫日記,0.6818
pd5c374c1902cf39,そして、今、それを完成しようとしているのであった。,直木三十五,ロボットとベッドの重量,0.5842
pd75eb2e0f12a939,自分の生れた家が、ついここから一里半しかない所にあるんじゃないか、そうさ。,相馬泰三,田舎医師の子,0.6502
pd7405af6a0ea333,初対面ながら甚だうちとけて、女は自分の身の上を明かした。,瞿佑,世界怪談名作集,0.4714
pd286764969ab3b2,こうはいうものの娘がいないとて、夢いささかふさぐなぞということはなかッた。,矢崎嵯峨の舎,初恋,0.5342
pdc4b259523f1c74,しかし、それでも、なんのききめもなさそうです。,矢崎源九郎,こわいことを知りたくて旅にでかけた男の話,0.5692
pdb8ecb2bec1d37c,澄んだ空気の中にその声はこだまして長く尾を曳き、いつまでも空に漂うているようだった。,矢田津世子,茶粥の記,0.6497
pdc40436f8d7193a,わたしは、それまでマレイを知ってはいましたが、一度も口をきいたことはありませんでした。,神西清,百姓マレイ,0.5876
pdc810e3385b3912,始めのうちはその声はやや低かったが、喋ってゆくにつれて、それもだんだんしッかりして行った。,秋田滋,墓,0.5491
pdb03d2065064045,多助と太郎右衛門は、高い声で話をしながら坂を登って行きました。,秋田雨雀,三人の百姓,0.5006
pd9e1924c7bab509,いつしか、うっとりとして夢みごころになる。,種田山頭火,夜長ノート,0.6321
pdc0f4a7f1197594,窓はすりガラスで、外部はよく見えない。,窪田空穂,遺愛集,0.5431
pd7441afbd1343a5,三宅坂の水揚ポンプのわきに、一本の日輪草が咲いていました。,竹久夢二,日輪草,0.611
pdd67c250b02aa9b,なにをして生きたものか、さっぱりわからなかった。,竹内浩三,愚の旗,0.5352
pd4da8968ba6821b,しかも、その直接な結果として招致すべき人類の滅亡さえも、当然の事態とまで極言しているのである。,米川正夫,クロイツェル・ソナタ,0.4454
pd143ec6f2a560ac,うすぼんやりしたような夜で、急な河の水音ばかりが、はげしく強く耳に入った。,素木しづ,惨事のあと,0.7146
pdbadc4f28f61311,お宮では銀杏が黄ばみかけ、お寺には萩が咲いていた。,細井和喜蔵,モルモット,0.5999
pd03c0833e82175f,静寂の音が耳の奥で激しく鳴っている様だった。,織田作之助,ひとりすまう,0.6525
pdd82902290c1a63,之が一等支出が立た無くて好いのだが、只此風に、耐える。,羽志主水,越後獅子,0.5245
pd4fd9bb2f895919,雨脚の強弱はともかくも、女は雨止みを待つもののごとく、静に薄暗い空を仰いでいた。,芥川竜之介,路上,0.7052
pdbed328875b5033,其処ではラジオの拡声機が長唄か何かを放送していた。,若杉鳥子,棄てる金,0.5654
pd025e28766029fa,ただそこに、晴々した精進の心があるばかりであった。,菊池寛,恩讐の彼方に,0.6907
pd74f9dfff483c46,何かの突飛な洒落のように、夫人の言葉が聴えたからだ。,萩原朔太郎,ウォーソン夫人の黒猫,0.5713
pdaffd4a7a7ef7c0,そして時々、耳から耳へ、何か囁かれた。,葉山嘉樹,労働者の居ない船,0.6765
pdbfa53a43be495b,ほかに来る人ってもないんだから、このままだってかまやしませんよ。,葛西善蔵,父の葬式,0.6155
pd1d686a3a80d168,そして道を聞くこともできないので、ただ南の方の山を望んでいった。,蒲松齢,嬰寧,0.5874
pdbd07cd4cd26876,はからずも権威ある読売文学賞を受賞して驚くとともに、たいへんうれしく思つています。,蔵原伸二郎,自序にかえて,0.4143
pd3f67e8d9fc38a0,時折、月に遠吠えする犬の声の間に混って、久しぶりに聞く浪の音も聞えていた。,蘭郁二郎,睡魔,0.648
pdcbfc23c8a11867,なにか殺伐な事件がなかでおこりつつあるに相違ないと直感したのだ。,西尾正,放浪作家の冒険,0.5713
pd6e4365246e4882,だが庄造はそんな云い草は取り上げない方がよいと思って、そのつど断っているのであった。,谷崎潤一郎,猫と庄造と二人のおんな,0.599
pdf04012b2a6df13,があっと音のするような感じで瞬く間に空がくもるのだ。,谷譲次,踊る地平線,0.5973
pde858bab095907f,夜遅くぼんやりしてると、耳の底にこびりついてる音に、我知らず聴き入ってることがあった。,豊島与志雄,幻の彼方,0.749
pd80b510fa48faf1,しかし前とこれも同じ様に、取あえず、と認められてあった。,豊田三郎,リラの手紙,0.5477
pd99f65098669894,恰度日曜なので、気軽に僕が応対に出たものだ。,辰野九紫,青バスの女,0.5411
pde36cf5460b273e,自分の美しさにすべてを打ち忘れ、勝誇った色をあくまで面に顕わした。,辻潤,頸飾り,0.4556
pd6e81e96a53f0e5,もうどんなことがあってもここを立ち退かないのだから、いつまでもここに居据っていましょう。,近松秋江,霜凍る宵,0.6398
pdac3e8d6274ba2d,庭には虫の声もなく、遠くの空を渡る雁のおとずれがうつろのように、耳に響いた。,邦枝完二,おせん,0.6867
pdd40484091b94c6,別に何も、変った事とてはございませんでした。,酒井嘉七,ながうた勧進帳,0.5234
pd75782eba273c57,何かの悲鳴を聞いたようにも、またそうでないようにも思われた。,里村欣三,放浪の宿,0.5882
pd335554b6106911,窓を開くと、冷たい風が颯っと流れ込んで、宗三郎の熱した頭を心持よく冷やしてくれます。,野村胡堂,猟色の果,0.5207
pd30d0baeef0651b,だが月どころか小雨がしょぼしょぼと降り始めた。,金史良,天馬,0.6038
pd92641e5bf0c741,朝になって目がさめたら、もう三日という日がたっていて、六頭だちの馬車がやってきました。,金田鬼一,かわいそうな粉ひきの若いものと小猫,0.4618
pda798e562bc9d47,どこかの石垣に咲いていたんだそうです。,鈴木三重吉,千鳥,0.6983
pd6e55050e6365b7,盤木を叩く音が息忙しなく、頻りに流れていた。,長谷川伸,討たせてやらぬ敵討,0.524
pd98fa4b97153961,張鎰は驚いてその後から踉いて往った。,陳玄祐,倩娘,0.4448
pd3c6bc01c771618,しかたがないのでみんな坊さんにあやまって、うちへ帰ってしまいました。,香倶土三鳥,ツクツク法師,0.4881
pd48a067e9c1a718,こういう風に私はどうしても彫刻で何かを語らずには居られなかったのである。,高村光太郎,自分と詩との関係,0.486
pdef1609155b5698,あいつの話では、この大清の天下はわれわれの物、すなわち皆の物だというのだ。,魯迅,薬,0.568
pd78037ff189a4d9,とよ子は口ごもって、何も答えられずにいた。,鷹野つぎ,草藪,0.5977
pdf3a04a27834f23,ワーシカは、ポカンとして、しばらくそこに不思議がりながら立っていた。,黒島伝治,国境,0.6703
pdac7be1edb916df,文章は平明で微妙で調子が整っていて、その上自然な重々しさをもっています。,アナトール・フランス,母の話,0.5173
pd5d9d3be8213ca1,やがてヤアギチが電話をかけているのが聞こえた。,アントン・チェーホフ,大ヴォローヂャと小ヴォローヂャ,0.6098
pd6fe72a7ebb71b4,音階の両端には、人間の耳という不完全な機械の鼓膜には震動を感じられないような音符がある。,アンブローズ・ビアス,世界怪談名作集,0.6083
pd7872ddd4c48197,そして僕はそこに、まったくどちらからも隠蔽して、全くいい気持で横になった。,アーサー・コナン・ドイル,空家の冒険,0.6711
pd8dfb17bb052515,風のうなるほかになんの物音も聞こえなかった。,エクトール・アンリ・マロ,家なき子,0.7471
pdbd059b0dfcd82b,また自分がなにか堅い物の上に横たわっているのを感じた。,エドガー・アラン・ポー,早すぎる埋葬,0.5719
pdf772356ee2f9d2,したが一つだけあの人たちは知つていました……それは実務でした。,ギルバート・キース・チェスタートン,共産主義者の犯罪,0.6263
pd247aeeb636582d,わたくしは何ものも、何ものも望まなかったのであります。,ギ・ド・モーパッサン,墓,0.6332
pd7ef177917c0717,なにもかも、この上もなくけっこうずくめなものばかりでした。,シャルル・ペロー,青ひげ,0.5768
pd1347fd46f376b2,すると、私は作家になるほか道がないと思うのです。,ナサニエル・ホーソーン,ワンダ・ブック――少年・少女のために――,0.4965
pd0154dbc34095d5,しかし、それはかえって悪くするばかりだと申しあげているのです。,ニコライ・ゴーゴリ,鼻,0.5561
pdc91c8dd0e7bbf7,そしてそれを楽しみにして待つよりほかには、なんにもしなかった。,パウル・トーマス・マン,トニオ・クレエゲル,0.6407
pd0603d8ba1b397a,ヤソが物を言わないうちに、室内は音楽に満たされた。,フィオナ・マクラウド,最後の晩餐,0.6004
pda0dfa595acd5d0,今の今まで、そんな人形を見たこともなければ、そんなのがあろうとは夢にも知らなかったのだ。,フィヨードル・ミハイロヴィチ・ドストエフスキー,キリストのヨルカに召された少年,0.6052
pd1babc219ab22fb,あんな亭主を持っているあなたがわたくしをなんになさるのだろうと云うのです。,フェレンツ・モルナール,最終の午後,0.5327
pd7bd0c31ebe4927,だってこれでもう四日もはっていますけど、まだ頂ける葉が尽きはいたしませんものね。,フセヴォロド・ミハイロヴィチ・ガールシン,夢がたり,0.5987
pdcbdd6676847324,こまかに、ひどく速く震動し、左右にも上下にも同時に動くのです。,フランツ・カフカ,流刑地で,0.6313
pdd6a54494e406a0,患者はその打診音の一つも聞きもらすまいと踵をそろえ、両腕をさげ頤をつき出して、耳を澄ました。,モーリス・ルヴェル,誤診,0.6629
pdabcb5ac5183c22,そして、なにもかもこころえて、ちゃんときいていたのでした。,ヤーコプ・ルートヴィッヒ・カール・グリム,なぞ,0.6553
pd5b60b2b158ec1f,しかしこの春の夜の物音は何れも心を押し鎮めるような好い物音であった。,レオニード・ニコラーエヴィチ・アンドレーエフ,犬,0.6235
pd33007bc7574afa,終日でもそこにすわってるつもりらしかった。,ロマン・ロラン,ジャン・クリストフ,0.6537
pd46c8342eaa6b72,またその首を高く上げて見えない星により近く近づこうとした。,ロード・ダンセイニ,人馬のにひ妻,0.5017
pd5ef3d6d760bce4,あとに残っているのは、あの年とった頭の白髪と顎ひげだけなのか。,ワシントン・アーヴィング,クリスマス,0.4271
pd02d70ac8f1978a,ま夜中ごろ、とつぜん役僧がむすこをおこしました。,ヴィルヘルム・カール・グリム,こわいことを知りたくて旅にでかけた男の話,0.5827
pde50250c1701601,けれど、ふとかすかな疑いが、私におこりました。,三上於菟吉,株式仲買店々員,0.5957
pd92e483c5ce8fd9,煙草をくわえたまま、ボンヤリとオルゴールに聞き入っている。,三好十郎,好日,0.5298
pd814f0e937a9012,そしてどうしたら六兵衛を利口にして、金持ちにすることが出来るかと、そればかりを考えていました。,下村千秋,とんまの六兵衛,0.5189
pd0bb0c92d1c3887,しかし父親は、ちょっと呻っただけで、それにはこたえなかった。,丘丘十郎,雪魔,0.567
pd1bb817be438c00,声に応じて外へ出て見ると、声は闇の中から頻りに自分を招く。,中島敦,山月記,0.6054
pd0fb7a65baea3d2,しかしそういう時代への人間のあこがれは、いつの世になっても、全く消え果てるものではなかろう。,中谷宇吉郎,『死者の書』,0.4685
pddc4972b4ce276e,時雨の空ですから、雲が廻ると雨の落ちるのも早い。,中里介山,大菩薩峠,0.6083
pdda65707194ca7d,犬が鳴く、風の音、吸取紙はもうとてもよごれっちまっている。,久坂葉子,幾度目かの最期,0.6231
pd61ad4bb5da8eb1,雨の日は、看板のうしろの窓の鎧扉が、ひっそりとしずくを垂らしていた。,久生十蘭,キャラコさん,0.6728
pde85d5b73d81d5f,でも嬉やたった一ヵ所窓のように枝が透いて遠く低地を見下される所がある。,二葉亭四迷,四日間,0.571
pdbaafe1ae07c234,念のため衣套をおさえてみると塊りはまだそこにあった。,井上紅梅,薬,0.6195
pde98f0e3a3a1474,雨が落ちたり日影がもれたり、降るとも降らぬとも定めのつかぬ、晩秋の空もようである。,伊藤左千夫,告げ人,0.6886
pd6038e87bfaac88,いつまでもここにいる訳には行かないのだにどうしたらいいのだろう。,伊藤野枝,出奔,0.5628
pd0fd02a03c3c14b,しかも、これがただお参りするのではないからかなわないのです。,佐々木味津三,右門捕物帖,0.65
pd1366097e95758d,私の全財産はなくなり、それ以来私は絶望に身をまかせてしまった。,佐々木直次郎,黒猫,0.5512
pdf7b4465b516dd8,鳥居氏は食卓の上にラジオセットを置いて長唄を聴いていた。,佐々木邦,或良人の惨敗,0.5871
pd21499277c94dc1,いつまでもいつまでも聞こえているのだった。,佐左木俊郎,恐怖城,0.6733
pd85274357576aa3,ただ黙々として、母が如何なることをいっても、首で頷くばかりであったのである。,佐藤垢石,岩魚,0.6109
pd3b7dfaf25c54c5,こうして一心にそれを見つづけていると、何だか遠くの音楽に聞き入っているような心持がする。,佐藤春夫,西班牙犬の家,0.6313
pd22f7033bc2e451,病院の外で子供等がうたう声が聞こえる。,佐藤紅緑,ああ玉杯に花うけて,0.627
pd51808207e2bf27,そして両眼のピントを合わせてその結論を声高らかによみあげた。,佐野昌一,科学者と夜店商人,0.5388
pdae877b0db0cb61,何も別にそれより外のことはないのですよ。,加能作次郎,恭三の父,0.54
pd963358401965a4,すみれはますます美しく、清く咲き続けました。,北条民雄,すみれ,0.6522
pd5b64e98e8f9b12,微かにかち合う壜の音がまだ心の中で鳴りひびき、遠ざかって行く跫音が絶望的に耳に残る。,原民喜,冬日記,0.6973
pdaae73b13ae419e,まるで耳を傾けているように、口をとがらせています。,原田義人,流刑地で,0.6053
pdbb23791bfb57a1,またそれをかりにも行為の上に出さずに来た人間の心がけによる美しい姿というものを初めて知った。,吉川英治,人間山水図巻,0.5247
pd05daa56a249d38,皆の方では前のことがあるので出てもらいたいと頼むことが出来ないで困っていました。,吉田甲子太郎,負けない少年,0.57
pddd122ab41e1b0c,暫らく波の音が水上の音楽を私達にもたらした。,吉行エイスケ,スポールティフな娼婦,0.5471
